ONTOLOGY	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0090399	replicative senescence	8/3273	17/18986	0.470588235294118	2.72978558976294	3.25644138491027	0.00429308969438926	0.152711333414704	0.140555111016907	ATM/ATR/ERCC1/PLA2R1/ROMO1/SERPINE1/WNT16/WRN	8
BP	GO:1901875	positive regulation of post-translational protein modification	36/3273	136/18986	0.264705882352941	1.53550439424166	2.86039206087096	0.00442333484957548	0.15645033771936	0.143996480778943	ANGPT1/ARNT/BIRC3/BMI1/CDC20/CENPS/CENPX/DCUN1D1/DCUN1D4/DDX3X/FBXO33/FBXO4/LAPTM5/LRRK2/MARCHF7/MUL1/NDFIP2/NHLRC1/NOP53/PEF1/PIAS4/PSMD10/RBX1/RNF180/SPRTN/SPSB4/TANK/TICAM1/TSPYL5/UBA2/UBB/UBE2C/UBE2D1/UBE2S/UBE2V1/UBE2V2	36
BP	GO:0042330	taxis	104/3273	474/18986	0.219409282700422	1.27274813362365	2.74456193448386	0.00448779416470319	0.157833438843375	0.145269483428364	ACKR2/ADAM10/ALOX5/AMOT/ANGPT1/ANGPT2/ARHGEF16/BMPR2/C5AR1/CCL11/CCL14/CCL17/CCL4/CCL5/CCR1/CCR10/CCR7/CCR8/CCRL2/CHGA/CMTM7/CORO1A/CORO1B/CRK/CSF1R/CXCL16/CXCL9/CXCR1/CXCR6/CYP7B1/CYSLTR1/DDT/DNM1L/DPEP1/DPP4/EDN1/EDNRB/ENG/FCER1G/FER/FGF2/FGF7/FLRT3/FPR1/GPNMB/GREM1/HGF/IL12A/ITGA2/JAML/KDR/LBP/LGALS3/LGALS9/LPAR1/LYST/MDK/MIF/MOSPD2/MSMP/MSTN/NBL1/P2RY12/PGF/PIK3CB/PIK3CG/PIKFYVE/PIP5K1A/PLAUR/PLP2/PLXNA4/PPBP/PPIA/PPIB/PTGDR2/PTPRJ/RAB13/RAC2/RAC3/RHO/RHOG/RIN3/RIPOR2/RPL13A/RPS19/S100A4/SEMA5A/SERPINE1/SMAD3/SPN/SUCNR1/TGFB1/THBS1/TIRAP/TMEM102/TNFRSF11A/TNFSF14/TREM2/VAV3/VEGFA/VEGFB/XCL1/XCL2/ZNF580	104
BP	GO:1900542	regulation of purine nucleotide metabolic process	25/3273	86/18986	0.290697674418605	1.6862774355367	2.91116480014302	0.00451364844363862	0.157850907649721	0.14528556167194	ARL2/ARNT/DNAJC30/DNM1L/EIF6/ENO1/FBP1/FIS1/GCK/HIF1A/HTR2A/KAT2B/LACC1/ME2/OGT/PFKFB1/PPARA/PRKAA1/PRKACA/PRXL2C/SLC2A6/SLC4A1/TREM2/UCHL1/ZBTB20	25
BP	GO:0006413	translational initiation	34/3273	127/18986	0.267716535433071	1.55296857370372	2.8535910128261	0.00459881919090884	0.159931002588869	0.147200075601981	AGO2/CCL5/DDX3X/DHX29/DHX33/EIF1AD/EIF2AK2/EIF3A/EIF3D/EIF3F/EIF3G/EIF3K/EIF3L/EIF4E/EIF4E2/EIF4E3/EIF4EBP1/EIF4G3/EIF6/FMR1/IMPACT/KHDRBS1/MCTS1/MTIF2/POLR2G/PPP1CA/PPP1R15A/RPL13A/RPS17/RPS5/RPS6KB1/SH3BGRL/TPR/UHMK1	34
BP	GO:0032956	regulation of actin cytoskeleton organization	80/3273	352/18986	0.227272727272727	1.31836235869233	2.75162184070462	0.00466121654186983	0.159995127850458	0.147259096324674	ACTG1/ADD3/ALMS1/AMOT/ARAP2/ARFGEF1/ARHGEF16/ARPIN/AVIL/BRAF/BRK1/C9orf72/CAPZA1/CAPZA2/CCDC88A/CCL11/CCR7/CD2AP/CDC42EP1/CFL2/CORO1A/CORO1B/COTL1/CRACD/CRK/CSF1R/CTNNA2/DAPK3/DIXDC1/ECT2/EDN1/ELN/EPHA3/EPHA5/FCHSD2/FER/FMN1/FRMD7/FSCN1/GMFG/GPM6B/GSN/IQGAP2/KANK4/LATS1/LPAR1/MYLK3/NCKAP1/NEB/PAK3/PDXP/PFN1/PICK1/PIK3CA/PIK3R1/PLEKHH2/PPFIA1/PPM1E/PROX1/PTGER4/PYCARD/RAC3/RASA1/RDX/RHOC/RHOD/RHOG/RHPN2/RICTOR/ROCK1/SEMA5A/SH3BP1/SHANK3/SMAD3/TACR1/TGFB1/TJP1/TMOD2/TWF1/WAS	80
BP	GO:0001701	in utero embryonic development	90/3273	403/18986	0.223325062034739	1.29546276437261	2.73618913827622	0.00473310043031197	0.159995127850458	0.147259096324674	ACVR1C/ADAM10/AMOT/ANGPT1/ARHGDIG/ARMC5/ARNT/ASCL2/ASF1B/ATP11A/ATP7A/BCL2L1/BIRC6/BMI1/BPTF/BRCA2/BRK1/BYSL/CCNB2/CERT1/CITED1/COPS2/EDN1/EMG1/EOMES/EPB41L5/EPN1/FBLL1/FKBP10/FLVCR1/GABPA/GDF3/GINS1/GNA13/HEG1/HIF1A/KAT2A/KRT8/LATS1/LIG4/MAFF/MATR3/MBD3/MBNL1/MED1/N4BP2L2/NBN/NDUFA2/NECAB1/NEK2/NLE1/NPAT/NSRP1/OTUD7B/PALB2/PCGF2/PHF6/PHLDA2/PLK4/PSMC4/PTPN18/RBBP8/RBM46/RPGRIP1L/RPL13/RPL7L1/RRM2/RRN3/SCO2/SKIL/SMAD2/SMAD3/SMIM14/SPIC/ST8SIA6/STIL/STK3/STK4/TAF10/TET1/TFEB/TRIM28/TTPA/VASH2/VEGFA/VPS54/XRCC2/YTHDC1/ZMIZ1/ZNF568	90
BP	GO:0032869	cellular response to insulin stimulus	52/3273	213/18986	0.244131455399061	1.41615637403195	2.78758590972337	0.00473968399431354	0.159995127850458	0.147259096324674	APC/APPL1/ATP2B1/C1QTNF12/CAV2/CPEB2/CTSD/FBP1/FER/FUT7/GCK/GHR/GPR21/GRB14/IDE/INSIG2/KAT2B/LONP1/MSTN/NCOA2/OGT/OSBPL8/PDE3B/PDPK1/PIK3C2A/PIK3CA/PIK3R1/PIK3R3/PKM/PRKAA1/PRKCI/PTPN11/PTPRE/PTPRJ/RAB13/RAB8A/RB1/RBX1/RPS6KB1/SESN3/SIRT1/SLC25A33/SLC39A14/SOCS1/SOS1/SOS2/STXBP4/TBC1D4/TRIM72/UCP2/USF1/MTCL2	52
BP	GO:0070646	protein modification by small protein removal	32/3273	118/18986	0.271186440677966	1.57309678054136	2.85006514369999	0.00474944252426389	0.159995127850458	0.147259096324674	COPS2/HINT1/JOSD2/NOP53/OTUD3/OTUD4/OTUD6B/OTUD7A/OTUD7B/OTULIN/PARK7/SENP5/SENP6/SENP7/TANK/UCHL1/USP15/USP16/USP18/USP25/USP31/USP32/USP33/USP37/USP42/USP45/USP47/USP49/USP53/USP9X/VCPIP1/YOD1	32
BP	GO:0071480	cellular response to gamma radiation	11/3273	28/18986	0.392857142857143	2.2788835057396	3.09074012604052	0.00475644498914664	0.159995127850458	0.147259096324674	ATM/ATR/BCL2L1/CRYAB/H2AX/MDM2/RPL26/TMEM109/TSPYL5/WRN/ZMPSTE24	11
BP	GO:0006470	protein dephosphorylation	38/3273	146/18986	0.26027397260274	1.50979579707779	2.82215574628914	0.0047892222334253	0.159995127850458	0.147259096324674	CDC14A/CTDSP1/CTTNBP2NL/DUSP11/DUSP18/DUSP19/DUSP2/DUSP23/DUSP5/DUSP9/MTM1/MTMR6/PDP2/PDXP/PHPT1/PPM1E/PPM1G/PPM1K/PPP1CA/PPP1R12A/PPP2R1A/PPP2R3A/PPTC7/PTPN11/PTPN14/PTPN18/PTPN4/PTPN6/PTPN7/PTPRB/PTPRC/PTPRD/PTPRE/PTPRJ/PTPRQ/PTPRZ1/RNGTT/TIMM50	38
BP	GO:0006486	protein glycosylation	54/3273	223/18986	0.242152466367713	1.4046766655843	2.77433054392312	0.00485496557968795	0.159995127850458	0.147259096324674	ALG10/ALG11/ALG3/ARFGEF1/B3GALNT2/B3GALT1/B3GALT2/B3GALT4/B3GNT2/B3GNT3/B3GNT5/B3GNT6/B3GNT8/B4GALT2/C1GALT1/COG3/DOLK/DPM3/DPY19L3/EDEM3/EOGT/FKTN/FUT10/FUT11/FUT7/GALNT1/GALNT3/GALNT4/GALNT7/GALNT8/GFPT1/GXYLT1/GXYLT2/LARGE1/MAGT1/MAN1A2/NUS1/OGA/OGT/PMM1/POGLUT3/POMGNT2/SRD5A3/ST6GAL2/ST6GALNAC4/ST8SIA1/ST8SIA6/TET1/TET2/TMTC2/TMTC3/TRIP11/UGGT2/VEGFB	54
BP	GO:0043413	macromolecule glycosylation	54/3273	223/18986	0.242152466367713	1.4046766655843	2.77433054392312	0.00485496557968795	0.159995127850458	0.147259096324674	ALG10/ALG11/ALG3/ARFGEF1/B3GALNT2/B3GALT1/B3GALT2/B3GALT4/B3GNT2/B3GNT3/B3GNT5/B3GNT6/B3GNT8/B4GALT2/C1GALT1/COG3/DOLK/DPM3/DPY19L3/EDEM3/EOGT/FKTN/FUT10/FUT11/FUT7/GALNT1/GALNT3/GALNT4/GALNT7/GALNT8/GFPT1/GXYLT1/GXYLT2/LARGE1/MAGT1/MAN1A2/NUS1/OGA/OGT/PMM1/POGLUT3/POMGNT2/SRD5A3/ST6GAL2/ST6GALNAC4/ST8SIA1/ST8SIA6/TET1/TET2/TMTC2/TMTC3/TRIP11/UGGT2/VEGFB	54
BP	GO:0009299	mRNA transcription	17/3273	52/18986	0.326923076923077	1.89641354673435	2.95418470028928	0.00493619219792831	0.159995127850458	0.147259096324674	ANXA2/C5AR1/CREB1/DDX5/HIPK3/HLTF/MED1/NCOA2/NFKBIZ/NR1H2/RARA/TAF1/TAF10/TAF13/TAF4B/THRB/ZBTB1	17
BP	GO:0071622	regulation of granulocyte chemotaxis	17/3273	52/18986	0.326923076923077	1.89641354673435	2.95418470028928	0.00493619219792831	0.159995127850458	0.147259096324674	C5AR1/CCL5/CCR7/CSF1R/DNM1L/DPP4/EDN1/LBP/MDK/MOSPD2/MSTN/PTPRJ/RAC2/RIPOR2/THBS1/TIRAP/XCL1	17
BP	GO:0006941	striated muscle contraction	48/3273	194/18986	0.247422680412371	1.4352480935867	2.78099359595803	0.00493900976900388	0.159995127850458	0.147259096324674	ABCC9/ADRA1B/ANK2/ARG2/ASPH/ATP8A2/CACNB2/CHGA/CHUK/CTNNA3/DMD/DSG2/FKBP1B/GSN/GSTO1/HOMER1/JSRP1/KCND3/KCNJ2/KCNJ3/KCNJ5/KCNQ1/LARGE1/MAP2K3/MAP2K6/NOS1/NUP155/PDE5A/PIK3CA/PIK3CG/PRKACA/RPS6KB1/RYR2/SCN1B/SCN2A/SCN3A/SCN7A/SCN8A/SCN9A/SGCD/SLC8A1/SMAD5/SNTA1/TMEM38B/TNNT1/TNNT2/VEGFB/VPS54	48
BP	GO:0007204	positive regulation of cytosolic calcium ion concentration	43/3273	170/18986	0.252941176470588	1.46725975449758	2.79298068992484	0.00495482039103962	0.159995127850458	0.147259096324674	ACKR2/ADRA1B/ASPH/AVPR1A/BAX/BCL2/C5AR1/CCR1/CCR10/CCR7/CCR8/CCRL2/CXCR1/CXCR6/CYSLTR1/EDN1/EDNRB/F2R/FKBP1B/FPR1/GNA13/HTR2A/JAK2/JPH1/KNG1/LPAR1/LPAR2/LRP6/NMB/NOS1/P2RY1/P2RY4/PIK3CG/PTGER1/PTGER3/PTGER4/PTGFR/RYR2/SLC8A1/TACR1/TBXA2R/TRPC5/TRPC6	43
BP	GO:0031346	positive regulation of cell projection organization	82/3273	363/18986	0.225895316804408	1.31037228379117	2.72496024654628	0.00497997711927722	0.159995127850458	0.147259096324674	ANLN/APC/APOE/ARSB/ATP7A/ATP8A2/AVIL/BDNF/BMPR2/BRAF/BRK1/CCDC88A/CCP110/CCR7/CDC42EP1/CENPJ/CEP120/CEP135/CNTN1/CORO1B/DDR2/DEF8/DHX36/DMD/DOCK11/DZIP1/EPHA3/FBXO38/FKBP1B/FMR1/FNBP1L/FRMD7/FSCN1/GOLGA4/GRN/IL1RAPL1/ISLR2/ITGA2/KAT2A/KAT2B/KCTD17/LRRC7/MAP1B/MAP2K2/MDK/MIEN1/MNS1/MSTN/NCKAP1/NEGR1/NLGN1/P2RY12/PAFAH1B1/PALM/PFN1/PIK3CA/PIK3R1/PLPPR5/PLXNA4/PPP1R35/PRKCI/PTPRD/RAC2/RAP1A/RAPGEF2/RIPOR2/RP1/SCN1B/SEMA5A/SERPINI1/SF3A2/SHOC2/SKIL/TENM3/TMEM106B/TMEM30A/TRPC5/TWF1/VEGFA/VLDLR/ZMYND10/GPRASP3	82
BP	GO:0038180	nerve growth factor signaling pathway	7/3273	14/18986	0.5	2.90039718912313	3.24638921852872	0.00498202642996668	0.159995127850458	0.147259096324674	BDNF/CD2AP/CORO1A/NTF4/RAP1A/RAPGEF2/SHOC2	7
BP	GO:0001934	positive regulation of protein phosphorylation	100/3273	455/18986	0.21978021978022	1.27489986335083	2.70881622708062	0.00498619354264881	0.159995127850458	0.147259096324674	ADAM9/ADRA2C/ALS2/ANGPT1/AXIN2/BRAF/CCDC88A/CCND3/CCR7/CD3E/CDK2AP1/CHRNA3/CLDN3/CLSPN/CREBL2/CSF1R/DDR2/DDX3X/DIPK2A/DUSP19/DYNAP/ECT2/EDN1/ERBB4/ETAA1/F2/FAS/FGF2/FGF7/FLOT1/FNIP1/GHR/GPNMB/GREM1/HTR2A/IFNB1/IL12A/JAK2/KDR/KIF14/KRAS/LATS1/LILRA5/LRRK2/MAD2L2/MAP2K2/MAP2K3/MAP3K7/MIF/MMP9/MRE11/NBN/NEK10/NIBAN1/NOS1/NOX4/P2RY1/PARK7/PDE5A/PDPK1/PIBF1/PIH1D1/PIK3CG/PIK3R3/PILRB/PIN1/PLAUR/PPIA/PRLR/PROX1/PSMD10/PTGS2/PTPN11/PTPRC/PTPRJ/RAP1A/RAP2C/RAPGEF2/RASSF2/RICTOR/S1PR2/SIRT1/STK4/TAOK3/TEK/TGFB1/THBS1/TLR3/TLR4/TLR6/TMEM119/TNFRSF10B/TNFRSF11A/TNFSF15/TOM1L1/TREM2/VEGFA/VEGFB/WNK3/YES1	100
BP	GO:0006911	phagocytosis, engulfment	16/3273	48/18986	0.333333333333333	1.93359812608209	2.95571313819108	0.00509051062341359	0.161693534457845	0.148822305314572	ABCA1/ABCA7/ARHGAP12/CLCN3/FCGR1A/GSN/GULP1/ITGA2/MARCO/MEGF10/SH3BP1/THBS1/TIMD4/TREM2/VAMP7/XKR4	16
BP	GO:0099003	vesicle-mediated transport in synapse	61/3273	258/18986	0.236434108527132	1.37150564756985	2.74206863409565	0.0051129414388149	0.161693534457845	0.148822305314572	AAK1/ACTG1/AP2S1/ATP6AP1/ATP6V0A1/ATP6V0A4/ATP6V0C/ATP6V1A/ATP8A1/BRAF/C9orf72/CACNB4/CALY/CASP3/CLCN3/CLTA/CLTB/DNAJC6/DNM1/DTNBP1/EPS15/ERC2/FBXO45/FMR1/HPCA/HTR1B/ITSN2/LPAR1/LRRK2/MDM2/NLGN1/NLGN4X/OPHN1/P2RY1/P2RY4/PARK7/PCDH17/PIK3C3/PPFIA3/PREPL/RAB3A/RAB3GAP1/RAB5A/RAB8A/RAP1A/RAPGEF4/RIMS2/ROCK1/SH3GL1/SLC17A8/SNAP29/SNAP91/STON1/STX11/STXBP3/STXBP5/SYNJ1/UNC13C/VPS35/TAMALIN/BTBD8	61
BP	GO:0097530	granulocyte migration	40/3273	156/18986	0.256410256410256	1.4873831739093	2.78969304135664	0.00511704839971012	0.161693534457845	0.148822305314572	C5AR1/CCL11/CCL14/CCL4/CCL5/CCR7/CD99L2/CSF1R/CXCL9/CXCR1/DNM1L/DPEP1/DPP4/EDN1/EPX/FCER1G/FUT7/IRAK4/JAML/LBP/LGALS3/MDK/MOSPD2/MSTN/PIK3CG/PIKFYVE/PPBP/PPIA/PPIB/PTGER4/PTPRJ/RAC2/RAC3/RIPOR2/THBS1/TIRAP/VAV3/VEGFA/XCL1/XCL2	40
BP	GO:0006260	DNA replication	66/3273	283/18986	0.23321554770318	1.35283543803623	2.72934557535449	0.00518219710916198	0.162828189562079	0.149866638898567	ATAD5/ATR/ATRX/BAZ1A/BLM/BOD1L1/BRCA2/CDC45/CDC7/CDK2AP1/CENPS/CENPX/CHAF1B/CINP/DBF4/DDX11/DNA2/EME1/ESCO1/ETAA1/FAM111A/FEN1/GEN1/GINS1/GMNC/GRWD1/HELB/ING5/INO80D/KIN/MCIDAS/MCM9/MCRS1/MMS22L/MRE11/NBN/OBI1/PDS5A/PNKP/POLA2/POLD4/RBBP4/RBBP8/RECQL/RECQL4/REV1/REV3L/RFC2/RMI1/RNASEH2A/S100A11/SETMAR/SMC3/SSRP1/SUPT16H/TERF1/TK1/TOP1/TTF1/USP37/WDR18/WRN/ZBTB38/ZMPSTE24/ZNF365/ZRANB3	66
BP	GO:0031114	regulation of microtubule depolymerization	13/3273	36/18986	0.361111111111111	2.09473130325559	3.00056423243813	0.00520527063820944	0.162828189562079	0.149866638898567	APC/ATXN7/AURKB/CAMSAP2/CKAP2/GAS2L2/HDGFL3/MAP1B/MAP6D1/NAV3/SPAST/TTBK2/WDR47	13
BP	GO:0006140	regulation of nucleotide metabolic process	25/3273	87/18986	0.28735632183908	1.66689493627766	2.84542001314755	0.0053174793685109	0.165506545344902	0.152331790541078	ARL2/ARNT/DNAJC30/DNM1L/EIF6/ENO1/FBP1/FIS1/GCK/HIF1A/HTR2A/KAT2B/LACC1/ME2/OGT/PFKFB1/PPARA/PRKAA1/PRKACA/PRXL2C/SLC2A6/SLC4A1/TREM2/UCHL1/ZBTB20	25
BP	GO:0006935	chemotaxis	103/3273	472/18986	0.218220338983051	1.26585131559187	2.66936788728558	0.00551328407333753	0.170021278982652	0.1564871395481	ACKR2/ADAM10/ALOX5/AMOT/ANGPT1/ANGPT2/ARHGEF16/BMPR2/C5AR1/CCL11/CCL14/CCL17/CCL4/CCL5/CCR1/CCR10/CCR7/CCR8/CCRL2/CHGA/CMTM7/CORO1A/CORO1B/CRK/CSF1R/CXCL16/CXCL9/CXCR1/CXCR6/CYP7B1/CYSLTR1/DDT/DNM1L/DPEP1/DPP4/EDN1/EDNRB/ENG/FCER1G/FER/FGF2/FGF7/FLRT3/FPR1/GPNMB/GREM1/HGF/IL12A/ITGA2/JAML/KDR/LBP/LGALS3/LGALS9/LPAR1/LYST/MDK/MIF/MOSPD2/MSMP/MSTN/NBL1/P2RY12/PGF/PIK3CB/PIK3CG/PIKFYVE/PIP5K1A/PLAUR/PLP2/PLXNA4/PPBP/PPIA/PPIB/PTGDR2/PTPRJ/RAB13/RAC2/RAC3/RHOG/RIN3/RIPOR2/RPL13A/RPS19/S100A4/SEMA5A/SERPINE1/SMAD3/SPN/SUCNR1/TGFB1/THBS1/TIRAP/TMEM102/TNFRSF11A/TNFSF14/TREM2/VAV3/VEGFA/VEGFB/XCL1/XCL2/ZNF580	103
BP	GO:0032147	activation of protein kinase activity	19/3273	61/18986	0.311475409836066	1.806804806339	2.88047558383037	0.00555207504030142	0.170021278982652	0.1564871395481	ADRA2C/ANGPT1/CCDC88A/CHRNA3/CLSPN/DYNAP/ECT2/JAK2/KIF14/PDPK1/PIBF1/PILRB/PPIA/PRLR/TLR3/TLR6/TNFRSF10B/TNFSF15/TOM1L1	19
BP	GO:1901880	negative regulation of protein depolymerization	22/3273	74/18986	0.297297297297297	1.72456049082997	2.85016844342432	0.00556551738064164	0.170021278982652	0.1564871395481	ADD3/APC/ATXN7/AVIL/CAMSAP2/CAPZA1/CAPZA2/CKAP2/CRACD/GAS2L2/GSN/HDGFL3/MAP1B/MAP6D1/NAV3/PIK3CA/PLEKHH2/RDX/TMOD2/TTBK2/TWF1/WDR47	22
BP	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	102/3273	467/18986	0.218415417558887	1.2669829262979	2.66613362049322	0.0055717816726845	0.170021278982652	0.1564871395481	ANAPC10/ANKRD9/APC/ASB11/ASCC3/AURKA/AXIN2/BBS7/CDC20/CDC27/CLOCK/CSNK2B/CUL5/DCAF1/DCAF12/ECRG4/FBXL15/FBXL2/FBXL3/FBXL4/FBXO2/FBXO3/FBXO38/FBXO4/FBXO45/FBXO48/FBXO7/FBXW4/FEM1C/HECTD1/HFE/IL33/IPP/IVNS1ABP/KBTBD12/KBTBD8/KCTD17/KIF14/KLHDC10/KLHDC3/KLHL23/KLHL28/KLHL3/KLHL4/KLHL42/KLHL6/LRRK2/MDM2/MTM1/NCCRP1/NEMF/NHLRC1/NHLRC3/NOP53/OGT/PARK7/PHF20L1/PJA2/PRAMEF12/PSMA7/PSMB1/PSMB10/PSMB5/PSMB6/PSMB8/PSMB9/PSMC3/PSMC4/PSMD10/PSMD4/PSMD8/RBX1/RHOBTB3/RMND5B/RNF180/RNF187/RPL11/SH3BGRL/SIRT1/SOCS4/SOCS5/SPOPL/SPSB4/TAF1/TBX21/TOPORS/TRIM2/TRIM28/TRIM72/TTC36/UBE2C/UBE2D1/UBE2S/UBR1/UBXN2A/UBXN7/UCHL1/UFL1/USP25/USP9X/WWP1/ZYG11B	102
BP	GO:0006364	rRNA processing	54/3273	225/18986	0.24	1.3921906507791	2.70090464656034	0.0058814847840458	0.178359073714338	0.164161223965698	BRIX1/BYSL/DDX17/DDX49/DDX52/EIF6/EMG1/ERI2/ESF1/EXOSC4/EXOSC6/FBL/FBLL1/GAR1/KAT2B/METTL15/MTREX/NHP2/NOP10/NOP53/NPM3/NSUN3/PELP1/PIH1D1/POP7/RNASEL/RPL11/RPL26/RPL35/RPL7A/RPL7L1/RPS14/RPS15/RPS16/RPS17/RPS19/RPS21/RPS24/RPS25/RPS27/RPS28/RPS7/RPS8/RRP36/SNU13/SRFBP1/TSR3/UTP15/WDR12/WDR18/WDR36/WDR46/ZNHIT6/MPHOSPH6	54
BP	GO:0000723	telomere maintenance	41/3273	162/18986	0.253086419753086	1.46810228091418	2.73080730314703	0.00590232436709297	0.178359073714338	0.164161223965698	ATM/ATR/ATRX/AURKB/BLM/BRCA2/DCLRE1C/DHX36/DNA2/ERCC1/ERCC4/FBXO4/FEN1/GAR1/HMBOX1/INO80D/LMNA/MAD2L2/MCRS1/MRE11/NBN/NEK2/NEK7/NHP2/NOP10/PNKP/PPP1CA/RECQL4/SLF1/SLF2/SMC5/SMC6/SMG1/TEN1/TERF1/TINF2/TNKS2/WRN/XRCC1/XRN1/ZNF365	41
BP	GO:0071621	granulocyte chemotaxis	34/3273	129/18986	0.263565891472868	1.52889154155328	2.75089443185001	0.00596977919768464	0.179525968626024	0.165235230983969	C5AR1/CCL11/CCL14/CCL4/CCL5/CCR7/CSF1R/CXCL9/CXCR1/DNM1L/DPEP1/DPP4/EDN1/FCER1G/JAML/LBP/LGALS3/MDK/MOSPD2/MSTN/PIK3CG/PIKFYVE/PPBP/PPIA/PPIB/PTPRJ/RAC2/RIPOR2/THBS1/TIRAP/VAV3/VEGFA/XCL1/XCL2	34
BP	GO:0006312	mitotic recombination	10/3273	25/18986	0.4	2.3203177512985	3.01485615336979	0.0060450940472324	0.180051246143644	0.165718695034429	BRCA2/DMC1/ERCC1/ERCC4/GEN1/MRE11/RAD54B/SMC5/SMC6/XRCC1	10
BP	GO:0014829	vascular associated smooth muscle contraction	10/3273	25/18986	0.4	2.3203177512985	3.01485615336979	0.0060450940472324	0.180051246143644	0.165718695034429	ARHGAP42/ATP2B1/BBS2/DOCK5/EDN1/EDNRB/HTR2A/PIK3C2A/SLC8A1/ZDHHC21	10
BP	GO:0006885	regulation of pH	29/3273	106/18986	0.273584905660377	1.58700978272775	2.76596082485044	0.0060937324356553	0.180635640056925	0.16625656966051	ATP4A/ATP6AP1/ATP6V0A1/ATP6V0A4/ATP6V0B/ATP6V0C/ATP6V1A/AVPR1A/BCL2/CFTR/CLCN3/CLIC4/DMXL1/EDN1/EDNRB/GRN/LACC1/LRRK2/OCA2/RAB20/RAB39A/SLC4A1/SLC4A10/SLC4A5/SLC9A5/SLC9A7/SPNS1/TMEM106B/TASL	29
BP	GO:0051896	regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	65/3273	280/18986	0.232142857142857	1.34661298066431	2.66674888283638	0.00613052121673046	0.18086490319501	0.166467582851903	ANGPT1/BTBD10/C1QTNF12/CAVIN3/CCDC88A/CCL5/CCR7/CSF1R/DDR2/DIPK2A/ENG/ERBB4/F2/F2R/FBXL2/FER/FGF2/HGF/JAK2/KDR/MMP3/MSTN/MTM1/MUL1/NEDD4/NOP53/NOX4/OSBPL8/OTUD3/P2RY12/PARK7/PDE3B/PDPK1/PIK3CA/PIK3CB/PIK3CG/PIP5K1A/PLEKHA1/PPARA/PPP2R1A/PROS1/PTPN6/PTPRJ/RAMP3/RCN3/RICTOR/RRAS/SEMA5A/SESN3/SFRP5/SIRT1/STK3/TEK/TGFB1/THBS1/THEM4/TREM2/TSPYL5/USP49/VAV3/VEGFA/VEGFB/WNT16/PHB1/NHERF1	65
BP	GO:0002752	cell surface pattern recognition receptor signaling pathway	23/3273	79/18986	0.291139240506329	1.688838869616	2.80006831403948	0.00616170788467227	0.180927507462665	0.166525203655765	APPL1/CD14/CHUK/ECSIT/FCN1/IFI35/IRAK1/IRAK4/LBP/MAP3K7/OAS1/PIK3R1/PJA2/RAB11FIP2/RAB7B/TAX1BP1/TICAM1/TIRAP/TLR1/TLR4/TLR6/TNIP2/TREM2	23
BP	GO:0042327	positive regulation of phosphorylation	104/3273	479/18986	0.217118997912317	1.25946266250023	2.62496406666771	0.0061952045638556	0.181057034788738	0.166644420267191	ADAM9/ADRA2C/ALS2/ANGPT1/AXIN2/BRAF/CCDC88A/CCL5/CCND3/CCR7/CD3E/CDK2AP1/CHRNA3/CLDN3/CLSPN/CREBL2/CSF1R/DDR2/DDX3X/DIPK2A/DSTYK/DUSP19/DYNAP/ECT2/EDN1/EEF1A2/ERBB4/ETAA1/F2/FAS/FGF2/FGF7/FLOT1/FNIP1/GHR/GPNMB/GREM1/HTR2A/IFNB1/IL12A/JAK2/KDR/KIF14/KRAS/LATS1/LILRA5/LRRK2/MAD2L2/MAP2K2/MAP2K3/MAP3K7/MIF/MMP9/MRE11/NBN/NEK10/NIBAN1/NOS1/NOX4/P2RY1/PARK7/PDE5A/PDPK1/PIBF1/PIH1D1/PIK3CG/PIK3R3/PILRB/PIN1/PLAUR/PPIA/PRLR/PROX1/PSMD10/PTGS2/PTPN11/PTPRC/PTPRJ/RAP1A/RAP2C/RAPGEF2/RASSF2/RICTOR/S1PR2/SIRT1/STK4/TAOK3/TEK/TGFB1/THBS1/TLR3/TLR4/TLR6/TMEM119/TNFRSF10B/TNFRSF11A/TNFSF15/TOM1L1/TREM2/VEGFA/VEGFB/WNK3/YES1/ZNF622	104
