category	subcategory	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
Environmental Information Processing	Signal transduction	hsa04068	FoxO signaling pathway	30/1529	133/9560	0.225563909774436	1.41032765038823	2.07919398868024	0.0288380905289023	0.150216322307267	0.120970466162088	472/673/9133/1147/11067/92579/4616/9456/9454/3845/5605/4193/5170/5290/5291/5295/8503/10733/5562/5565/5896/5934/23678/23411/4088/6654/6655/6789/7040/8743	30
Organismal Systems	Circulatory system	hsa04260	Cardiac muscle contraction	21/1529	87/9560	0.241379310344828	1.50921269254189	2.0818059165262	0.031218030467321	0.160221950486692	0.129028082581652	444/478/783/785/1327/9377/1329/1337/1339/9167/1350/1351/486/6262/6546/84679/7139/10975/7384/7388/27089	21
Genetic Information Processing	Transcription	hsa03020	RNA polymerase	10/1529	34/9560	0.294117647058824	1.83895664217289	2.1382025703319	0.0355431272065818	0.177844478081152	0.14321965208164	51082/64425/5434/5435/5436/5438/5441/10623/10621/10622	10
Organismal Systems	Endocrine system	hsa04926	Relaxin signaling pathway	29/1529	130/9560	0.223076923076923	1.39477788398652	1.97739670085362	0.0357089692681768	0.177844478081152	0.14321965208164	112/1277/1286/1287/1385/1906/1910/2770/2783/55970/2792/2793/3845/5605/4318/4842/5290/5291/5295/8503/5566/339403/53358/4087/6654/6655/7040/7422/7423	29
Human Diseases	Cancer: specific types	hsa05218	Melanoma	18/1529	73/9560	0.246575342465753	1.54170063699974	2.0271294664317	0.0361803952543318	0.177844478081152	0.14321965208164	581/673/999/1021/1869/2247/2252/4616/3082/3845/5605/4193/4286/5290/5291/5295/8503/5925	18
Environmental Information Processing	Signal transduction	hsa04071	Sphingolipid signaling pathway	28/1529	125/9560	0.224	1.40054937867888	1.96682299518155	0.0367270991061894	0.178024410945279	0.143364553528547	581/596/253782/1509/123099/2207/10672/2770/3827/3845/5605/94101/5170/5290/5291/5295/8503/5518/5523/5880/5881/6093/9294/259230/6609/6610/10558/55304	28
Human Diseases	Drug resistance: antineoplastic	hsa01522	Endocrine resistance	23/1529	99/9560	0.232323232323232	1.45258999412041	1.97505495846091	0.0376889834983675	0.180184318368908	0.145103945119886	112/581/596/673/10683/1869/182/3845/5605/4193/5469/4318/8202/5290/5291/5295/8503/5566/5925/6198/53358/6654/6655	23
Human Diseases	Infectious disease: viral	hsa05167	Kaposi sarcoma-associated herpesvirus infection	41/1529	196/9560	0.209183673469388	1.30791099958623	1.90041170789269	0.0391548342259075	0.184662664119483	0.148710394570659	285/581/836/1230/1237/1021/1147/1385/1869/5610/355/2247/2783/55970/2792/2793/3091/3456/3572/3665/3708/3709/3717/3845/81631/5605/5608/5289/5290/5291/5294/5295/8503/5743/5925/83439/148022/7098/7311/7314/7422	41
Human Diseases	Infectious disease: viral	hsa05168	Herpes simplex virus 1 infection	38/1529	180/9560	0.211111111111111	1.31996221204854	1.8908569950556	0.0403964831768974	0.187031438017915	0.150617988088624	581/596/598/330/836/6352/1147/5610/1978/355/3108/3456/3592/3654/51135/3665/3717/4049/6885/4938/4940/5290/5291/5295/8503/29992/29990/5499/5781/6041/6430/6431/340061/148022/7098/54106/8740/7188	38
Cellular Processes	Transport and catabolism	hsa04137	Mitophagy - animal	24/1529	105/9560	0.228571428571429	1.42913201906008	1.92921203933248	0.0408133201571799	0.187031438017915	0.150617988088624	598/1460/1869/51024/3091/3845/81631/54708/4286/84315/345778/79594/5868/5878/338382/55288/6237/25813/8887/64786/7942/7311/7314/9958	24
Organismal Systems	Immune system	hsa04664	Fc epsilon RI signaling pathway	17/1529	69/9560	0.246376811594203	1.54045933213903	1.96587880080143	0.0412648158377636	0.187031438017915	0.150617988088624	240/241/2207/3845/5605/5606/5608/5170/5290/5291/5295/8503/5880/5881/6654/6655/10451	17
Environmental Information Processing	Signaling molecules and interaction	hsa04061	Viral protein interaction with cytokine and cytokine receptor	23/1529	100/9560	0.23	1.4380640941792	1.92139762766965	0.0418087041148657	0.187067150462668	0.150646747620366	6356/6358/6361/6351/6352/1230/2826/1236/1237/1436/4283/3577/53832/3560/3572/4049/5473/8795/7133/8743/8740/6375/6846	23
Organismal Systems	Aging	hsa04211	Longevity regulating pathway	21/1529	90/9560	0.233333333333333	1.45890560279049	1.90851152030075	0.0437059218103251	0.193080591288651	0.155489422030071	112/26060/60673/581/1385/1977/9470/1978/9365/3845/5290/5291/5295/8503/5562/5565/5566/9821/6198/143686/23411	21
Human Diseases	Endocrine and metabolic disease	hsa04933	AGE-RAGE signaling pathway in diabetic complications	23/1529	101/9560	0.227722772277228	1.42382583582099	1.86831741454728	0.0462495695379194	0.201763747109173	0.162482040350322	581/596/836/1277/1286/1287/1906/3717/3845/50507/5290/5291/5295/8503/84812/6401/5054/4087/4088/6776/7040/7422/7423	23
Human Diseases	Infectious disease: bacterial	hsa05152	Tuberculosis	38/1529	182/9560	0.208791208791209	1.30545713279526	1.81533178237474	0.0468423076993001	0.201826733173528	0.162532763557026	23365/537/535/50617/533/527/581/596/836/929/1054/64581/11151/1378/1385/1509/1594/8411/2207/2209/3108/3456/3592/3654/51135/3717/3929/5289/22925/5868/5878/5993/7040/114609/7096/7099/10333/54106	38
Human Diseases	Infectious disease: viral	hsa05163	Human cytomegalovirus infection	46/1529	227/9560	0.202643171806167	1.26701682306538	1.77650355398021	0.0491488553324978	0.209182323305387	0.168456282076725	112/23365/581/836/6351/6352/1230/1021/1147/1385/1398/1869/1978/355/10672/2770/2783/55970/2792/2793/3456/3708/3709/3845/5605/5608/4193/5290/5291/5295/8503/5566/5731/5733/5734/5743/5880/5881/5925/6093/6198/6654/6655/340061/7188/7422	46
Human Diseases	Infectious disease: viral	hsa05160	Hepatitis C	33/1529	156/9560	0.211538461538462	1.32263420033204	1.77272574407667	0.0519300041299478	0.218356282425925	0.175844148417198	581/673/836/1021/1147/53842/1365/100288814/1364/1869/5610/355/3456/3665/3845/5605/4599/4938/4940/5290/5291/5295/8503/5465/5518/10197/5925/6041/949/6654/6655/148022/7098	33
Human Diseases	Cancer: specific types	hsa05219	Bladder cancer	11/1529	41/9560	0.268292682926829	1.67748727846991	1.89680449502084	0.052814728099714	0.21943262031905	0.176710932363705	673/999/1613/1869/3845/5605/4193/4318/5925/7057/7422	11
Organismal Systems	Environmental adaptation	hsa04714	Thermogenesis	47/1529	235/9560	0.2	1.25049051667757	1.69639100121822	0.0571153698840003	0.234508989288425	0.188852058935332	2182/23305/71/112/513/516/10632/28958/1327/9377/1329/1337/1339/9167/1350/1351/1385/8110/10818/3845/5606/55967/51079/4695/56901/25915/55471/54539/4713/4717/4722/374291/4728/4723/5562/5565/5566/5593/6198/6390/123096/6654/6655/10975/7384/7388/27089	47
Organismal Systems	Immune system	hsa04623	Cytosolic DNA-sensing pathway	19/1529	83/9560	0.228915662650602	1.4312843263177	1.72183860883264	0.0627798007547939	0.254769191435152	0.205167769908568	836/6351/6352/1147/1777/3456/90865/3665/4210/51082/5434/5435/5441/10623/10621/10622/29108/340061/81030	19
Genetic Information Processing	Folding, sorting and degradation	hsa03018	RNA degradation	18/1529	78/9560	0.230769230769231	1.4428736730895	1.71357197408682	0.0643838792580663	0.257653571313804	0.207490585253463	246175/29883/28960/1656/170506/2023/54512/118460/57819/25804/51690/23517/132430/140886/87178/54464/10200/9652	18
Cellular Processes	Transport and catabolism	hsa04145	Phagosome	33/1529	159/9560	0.207547169811321	1.29767883806163	1.65152312134251	0.0649670896149421	0.257653571313804	0.207490585253463	71/537/535/50617/533/527/523/929/64581/11151/1783/8411/2209/3108/3673/8685/4689/4842/5289/200576/22925/5868/5878/338382/949/8417/7057/7099/10333/7277/203068/7280/10382	33
Metabolism	Glycan biosynthesis and metabolism	hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series	8/1529	28/9560	0.285714285714286	1.7864150238251	1.81829339497262	0.0665916488744254	0.261129050080612	0.210289417498185	8708/8707/10678/10331/84002/8704/2529/6489	8
Human Diseases	Cardiovascular disease	hsa05414	Dilated cardiomyopathy	23/1529	105/9560	0.219047619047619	1.36958485159924	1.66151094206826	0.0674448480743403	0.261536133088275	0.210617244863729	71/112/783/785/1756/3673/3676/8516/3694/3695/3696/4000/4842/5566/6262/6442/6444/6546/6640/6641/6645/7040/7139	23
Environmental Information Processing	Signal transduction	hsa04072	Phospholipase D signaling pathway	31/1529	149/9560	0.208053691275168	1.3008458394968	1.61489547605753	0.069980256370156	0.268385818386642	0.216133353971448	112/552/3577/27128/8526/1608/160851/1759/2147/2149/2207/10672/2914/3845/1902/9170/5605/5290/5291/5294/5295/8503/8394/8612/5737/5781/11069/6237/53358/6654/6655	31
Organismal Systems	Excretory system	hsa04960	Aldosterone-regulated sodium reabsorption	10/1529	38/9560	0.263157894736842	1.64538225878627	1.73928156178473	0.0707808527024755	0.268505626012652	0.21622983605905	478/486/3845/5170/5290/5291/5295/8503/6337/2810	10
Cellular Processes	Cellular community - eukaryotes	hsa04550	Signaling pathways regulating pluripotency of stem cells	30/1529	144/9560	0.208333333333333	1.3025942882058	1.59637128660526	0.0726394882383183	0.272593348335194	0.219521713182014	130399/93/324/8313/648/659/1852/2103/2247/8323/3572/3717/7994/3845/3977/5605/7703/84333/5290/5291/5295/8503/6498/4087/4088/4090/56916/51384/81029/7479	30
Organismal Systems	Immune system	hsa04650	Natural killer cell mediated cytotoxicity	28/1529	134/9560	0.208955223880597	1.30648262936462	1.55890520425599	0.0782860175843188	0.288525086227797	0.232351675532564	673/836/919/355/2207/3002/3456/3845/3932/5605/9437/5290/5291/5295/8503/5551/5781/5777/5880/5881/6452/53358/6654/6655/8795/8743/7305/10451	28
Human Diseases	Cancer: overview	hsa05202	Transcriptional misregulation in cancer	40/1529	201/9560	0.199004975124378	1.24426917082345	1.52713392072932	0.079146003717024	0.288525086227797	0.232351675532564	4299/472/581/597/598/330/648/55589/904/929/1053/1436/1655/2005/2138/2209/2313/4616/3002/3248/3560/3695/221037/7403/51274/4066/4193/4208/4286/4291/4314/4318/64332/5546/8842/5914/5966/6688/6760/51384	40
Human Diseases	Infectious disease: viral	hsa05164	Influenza A	35/1529	173/9560	0.202312138728324	1.26494705444263	1.53441875711417	0.0793650666987636	0.288525086227797	0.232351675532564	71/581/836/6352/896/1021/1147/5610/355/2224/3108/3456/3592/90865/51135/3665/3717/3841/5605/4599/29107/55916/4938/4940/5290/5291/5295/8503/29108/6041/148022/7098/7099/8795/8743	35
Metabolism	Glycan biosynthesis and metabolism	hsa00541	Biosynthesis of various nucleotide sugars	6/1529	20/9560	0.3	1.87573577501635	1.71056295574258	0.0866457939302141	0.311746207027265	0.25105183916839	1727/51167/606495/2762/54187/23483	6
Environmental Information Processing	Signal transduction	hsa04668	TNF signaling pathway	25/1529	119/9560	0.210084033613445	1.31354045869492	1.50170017644947	0.0876501181515737	0.31214174729489	0.251370371068423	330/836/6352/1147/1385/10059/1906/355/3456/182/4049/5606/5608/6885/4314/4318/5290/5291/5295/8503/5743/6401/257397/7133/7188	25
Cellular Processes	Cellular community - eukaryotes	hsa04540	Gap junction	20/1529	92/9560	0.217391304347826	1.35922882247562	1.51064050151807	0.089233785966597	0.31457162931659	0.25332717547136	112/2770/2977/2983/3356/3708/3709/3845/1902/5605/10746/5566/5593/6654/6655/7082/7277/203068/7280/10382	20
Human Diseases	Infectious disease: bacterial	hsa05120	Epithelial cell signaling in Helicobacter pylori infection	16/1529	71/9560	0.225352112676056	1.40900339907332	1.50928421125234	0.0927861093798953	0.31461526084787	0.253362312310002	102/537/535/50617/533/527/523/836/6352/1147/1445/3577/58494/5781/5803/7082	16
Genetic Information Processing	Folding, sorting and degradation	hsa04120	Ubiquitin mediated proteolysis	29/1529	142/9560	0.204225352112676	1.27690933041019	1.45053288510029	0.093645699557358	0.31461526084787	0.253362312310002	10393/330/57448/991/996/8065/55120/26232/26272/8916/26091/55958/4214/4193/4734/378884/51588/9978/8651/4591/10054/7311/7314/11065/7321/140739/9040/27338/11059	29
Human Diseases	Cardiovascular disease	hsa05418	Fluid shear stress and atherosclerosis	29/1529	142/9560	0.204225352112676	1.27690933041019	1.45053288510029	0.093645699557358	0.31461526084787	0.253362312310002	71/93/596/659/858/1147/1906/2944/9446/2950/3162/3791/5608/6885/4208/4258/4318/4880/51588/5290/5291/5295/8503/5562/5880/5881/6401/25828/7422	29
Environmental Information Processing	Signal transduction	hsa04014	Ras signaling pathway	46/1529	238/9560	0.19327731092437	1.20845722199933	1.42094096733869	0.0936730229804008	0.31461526084787	0.253362312310002	284/285/598/627/1147/1436/2247/2252/2783/55970/2792/2793/3082/3363/3791/3845/5605/4909/5063/5228/5290/5291/5295/8503/26279/5566/5781/5868/5878/5880/5881/5906/5921/5922/9462/5966/23179/6237/53358/8036/6654/6655/6789/7010/7422/7423	46
Environmental Information Processing	Signal transduction	hsa04070	Phosphatidylinositol signaling system	21/1529	98/9560	0.214285714285714	1.33981126786882	1.47531413079078	0.0938681359920205	0.31461526084787	0.253362312310002	8526/1608/160851/3631/253430/3708/3709/4534/9107/55300/5286/5289/5290/5291/5295/8503/200576/8394/84812/23262/8867	21
Organismal Systems	Nervous system	hsa04722	Neurotrophin signaling pathway	25/1529	120/9560	0.208333333333333	1.3025942882058	1.45542728502111	0.0946550211719952	0.31461526084787	0.253362312310002	398/581/596/627/673/1398/10818/3654/11213/51135/3845/5605/4214/4794/4909/5170/5290/5291/5295/8503/5781/5906/53358/6654/6655	25
Human Diseases	Cancer: specific types	hsa05224	Breast cancer	30/1529	148/9560	0.202702702702703	1.26738903717321	1.43040380402857	0.0964325730919194	0.317499698198867	0.25568517393786	324/8313/581/673/675/1021/10683/1869/2247/2252/8323/4616/182/3845/4040/5605/8202/5290/5291/5295/8503/5925/6198/53358/6654/6655/83439/51384/81029/7479	30
Human Diseases	Cardiovascular disease	hsa05417	Lipid and atherosclerosis	42/1529	216/9560	0.194444444444444	1.21575466899208	1.39941274212549	0.0979644700323001	0.319528972348343	0.257319365456214	19/22926/581/596/598/836/6352/929/1147/355/3456/3592/3654/51135/3665/3708/3717/3845/3929/5606/5608/6885/4314/4318/4689/5170/5290/5291/5295/8503/29108/5906/6401/10010/148022/114609/7099/10333/8795/8743/10451/7436	42
Human Diseases	Infectious disease: viral	hsa05169	Epstein-Barr virus infection	40/1529	205/9560	0.195121951219512	1.21999074797811	1.38926345464627	0.100102654339177	0.320796945725284	0.258340475067564	581/596/29760/836/896/919/915/916/1021/1147/1869/5610/956/355/4616/3108/3456/3654/51135/3665/9636/5606/5608/6885/4193/4734/4794/4938/4940/5290/5291/5295/8503/5702/5704/5710/5714/5925/5971/7188	40
Organismal Systems	Immune system	hsa04610	Complement and coagulation cascades	19/1529	88/9560	0.215909090909091	1.34996135323146	1.43901638561236	0.101029835286661	0.320796945725284	0.258340475067564	712/713/717/728/4179/629/1675/3075/1378/2147/2149/2151/2153/2157/3827/5329/5627/5054/720	19
Environmental Information Processing	Signaling molecules and interaction	hsa04514	Cell adhesion molecule (CAM) interaction	32/1529	160/9560	0.2	1.25049051667757	1.39415966438583	0.101613166963781	0.320796945725284	0.258340475067564	10666/80381/83692/999/53842/1365/100288814/1364/1272/26047/3108/3676/8516/3695/3696/58494/120425/94030/4685/25945/257194/22871/57502/4897/5788/5789/5817/6401/6614/139065/84189/6693	32
Human Diseases	Cancer: overview	hsa05231	Choline metabolism in cancer	21/1529	99/9560	0.212121212121212	1.32627782071863	1.42384196738277	0.102029974141853	0.320796945725284	0.258340475067564	8526/1608/160851/1978/3091/3845/5605/5170/5290/5291/5295/8503/8394/8612/5880/5881/6198/204962/6654/6655/7454	21
Organismal Systems	Immune system	hsa04670	Leukocyte transendothelial migration	24/1529	116/9560	0.206896551724138	1.29361087932162	1.38818807598401	0.106130146697686	0.327698993849494	0.263898752398778	71/83692/53842/1365/100288814/1364/1496/29119/2770/3676/58494/4318/4689/5290/5291/5295/8503/5781/5880/5906/11069/6093/7070/10451	24
Organismal Systems	Digestive system	hsa04974	Protein digestion and absorption	22/1529	105/9560	0.20952380952381	1.3100376841384	1.39380984480404	0.106371322554962	0.327698993849494	0.263898752398778	478/1301/1308/1277/255631/84570/85301/340267/1286/1287/131873/1358/1803/2006/486/3769/3784/4224/120103/54407/6520/6546	22
Human Diseases	Endocrine and metabolic disease	hsa04936	Alcoholic liver disease	29/1529	144/9560	0.201388888888889	1.25917447859894	1.36730504170933	0.107304925985966	0.327698993849494	0.263898752398778	34/51/712/713/717/728/836/929/1147/355/3456/3592/3654/51135/3929/5606/5608/6885/50507/5465/5562/5565/23411/257397/83439/148022/114609/7099/720	29
Metabolism	Carbohydrate metabolism	hsa00562	Inositol phosphate metabolism	17/1529	78/9560	0.217948717948718	1.36271402458453	1.40341732846847	0.108684299611731	0.327698993849494	0.263898752398778	3631/253430/51477/4534/9107/55300/5286/5289/5290/5291/5294/200576/8394/84812/23007/23262/8867	17
Metabolism	Glycan biosynthesis and metabolism	hsa00512	Mucin type O-glycan biosynthesis	9/1529	36/9560	0.25	1.56311314584696	1.47693840488446	0.109397205075479	0.327698993849494	0.263898752398778	10331/192134/56913/2589/2591/8693/51809/26290/27090	9
Environmental Information Processing	Signaling molecules and interaction	hsa04512	ECM-receptor interaction	19/1529	89/9560	0.213483146067416	1.33479324813898	1.38451905238403	0.11013162858357	0.327698993849494	0.263898752398778	1101/1277/1286/1287/131873/80144/158326/341640/2811/2815/3161/3673/3676/8516/3694/3695/3696/7057/7143	19
Human Diseases	Infectious disease: viral	hsa05166	Human T-cell leukemia virus 1 infection	43/1529	224/9560	0.191964285714286	1.20024759413249	1.3232321834387	0.110797940613869	0.327698993849494	0.263898752398778	112/10393/472/545/581/598/9133/896/915/916/991/996/1147/1385/1869/2005/2224/2874/3108/3560/2648/8850/3845/3932/4049/8379/5605/4214/4316/4488/5290/5291/5295/8503/5566/9232/5925/5971/4087/4088/6688/6776/7040	43
Human Diseases	Cancer: specific types	hsa05215	Prostate cancer	22/1529	106/9560	0.207547169811321	1.29767883806163	1.34467786530275	0.114941400898221	0.337097049693103	0.271467085712739	596/673/1147/1385/1869/2346/2950/3845/5605/4193/4314/4318/5170/5290/5291/5295/8503/5925/6654/6655/6716/83439	22
Environmental Information Processing	Signal transduction	hsa04630	JAK-STAT signaling pathway	33/1529	168/9560	0.196428571428571	1.22816032887975	1.30178988778705	0.117518607198006	0.341783282600866	0.275240948437434	596/598/896/1271/2057/2690/3456/3592/3595/3597/53832/116379/9466/3560/3572/3717/3977/51588/5290/5291/5295/8503/5618/5781/5777/8651/122809/9655/9306/6654/6655/8027/6776	33
Organismal Systems	Nervous system	hsa04721	Synaptic vesicle cycle	17/1529	79/9560	0.215189873417722	1.34546447996953	1.34528727284198	0.118894245712863	0.34292637813049	0.276161492869373	1175/535/50617/533/527/523/1211/1212/8218/1759/5864/246213/6572/6506/6507/6529/440279	17
Metabolism	Carbohydrate metabolism	hsa00052	Galactose metabolism	8/1529	32/9560	0.25	1.56311314584696	1.39217856102394	0.127013196870266	0.358324135771195	0.288561436437669	8704/92579/2584/2645/2717/3938/8972/93432	8
Cellular Processes	Cell growth and death	hsa04215	Apoptosis - multiple species	8/1529	32/9560	0.25	1.56311314584696	1.39217856102394	0.127013196870266	0.358324135771195	0.288561436437669	581/596/598/330/332/57448/666/836	8
Environmental Information Processing	Signal transduction	hsa04150	mTOR signaling pathway	31/1529	158/9560	0.19620253164557	1.22674702585458	1.25396432161477	0.127404319708424	0.358324135771195	0.288561436437669	523/673/81617/1147/1977/9470/1978/96459/8323/3845/55004/28956/389541/4040/5605/5170/5290/5291/5295/8503/5562/253260/6198/10325/58528/6520/6654/6655/51384/81029/7479	31
Organismal Systems	Endocrine system	hsa04924	Renin secretion	15/1529	69/9560	0.217391304347826	1.35922882247562	1.30666691228491	0.12833959017593	0.358324135771195	0.288561436437669	112/1385/1508/1906/2770/2977/2983/3708/3709/3759/3778/5140/5566/5593/5734	15
Organismal Systems	Excretory system	hsa04961	Endocrine and other factor-regulated calcium reabsorption	12/1529	53/9560	0.226415094339623	1.41564964152177	1.32394138719034	0.129587810982154	0.35893766692676	0.28905551823087	112/1175/478/490/1211/1212/8218/1759/486/9365/5566/6546	12
Environmental Information Processing	Signaling molecules and interaction	hsa04060	Cytokine-cytokine receptor interaction	55/1529	298/9560	0.184563758389262	1.15397614794071	1.17824160705674	0.136714337159383	0.375695304477359	0.302550584513512	130399/93/659/6356/6358/6361/6351/6352/1230/2826/1236/1237/970/1271/1436/58191/4283/3577/10663/2057/355/9573/2661/2690/3456/3592/3595/3597/27190/3556/9173/53832/9466/3560/90865/3572/3623/3977/4049/4050/2660/5473/5618/7040/8795/8792/7133/8771/8743/8740/9966/944/8744/6375/6846	55
Genetic Information Processing	Replication and repair	hsa03450	Non-homologous end-joining	4/1529	13/9560	0.307692307692308	1.92383156411933	1.45430725924526	0.141097891509906	0.382780572667184	0.308256410502603	64421/2237/3981/4361	4
Human Diseases	Immune disease	hsa05340	Primary immunodeficiency	9/1529	38/9560	0.236842105263158	1.48084403290764	1.29585706632732	0.141993543569414	0.382780572667184	0.308256410502603	29760/915/916/973/64421/3932/5788/5896/5993	9
Genetic Information Processing	Folding, sorting and degradation	hsa04130	SNARE interactions in vesicular transport	8/1529	33/9560	0.242424242424242	1.51574608082129	1.29491119140351	0.145475810295815	0.382780572667184	0.308256410502603	9527/9342/8676/55014/8417/9482/6845/8673	8
Organismal Systems	Immune system	hsa04621	NOD-like receptor signaling pathway	36/1529	189/9560	0.19047619047619	1.19094334921673	1.15682490450389	0.145700139757757	0.382780572667184	0.308256410502603	84168/596/598/330/84674/837/6352/1147/1508/56919/10059/115361/3456/51135/3665/3708/3709/81631/6885/4210/140609/4938/4940/24145/5585/5586/29108/6041/340061/257397/10010/148022/7099/7188/54822/25828	36
Organismal Systems	Nervous system	hsa04723	Retrograde endocannabinoid signaling	29/1529	149/9560	0.194630872483221	1.21692030146475	1.16439573864934	0.146776740830581	0.382780572667184	0.308256410502603	57406/112/2559/2560/2770/2783/55970/2792/2793/2891/3708/3709/3760/3762/222236/55967/51079/4695/56901/54539/4713/4717/4722/374291/4728/4723/5566/5743/246213	29
Organismal Systems	Nervous system	hsa04726	Serotonergic synapse	23/1529	115/9560	0.2	1.25049051667757	1.17913732826404	0.146914536755428	0.382780572667184	0.308256410502603	240/673/836/2560/2770/2783/55970/2792/2793/3351/3356/3363/3708/3709/3751/3760/3762/3845/4128/5566/5742/5743/7220	23
Human Diseases	Cancer: specific types	hsa05214	Glioma	16/1529	76/9560	0.210526315789474	1.31630580702902	1.20793439934261	0.14697019122465	0.382780572667184	0.308256410502603	581/673/1021/1869/4616/3845/5605/4193/5290/5291/5295/8503/5925/53358/6654/6655	16
Metabolism	Lipid metabolism	hsa00062	Fatty acid elongation	7/1529	28/9560	0.25	1.56311314584696	1.30199053005821	0.148138865638205	0.382966400798026	0.308406059457315	54898/6785/401494/3033/153364/9524/117145	7
Metabolism	Metabolism of terpenoids and polyketides	hsa00900	Terpenoid backbone biosynthesis	6/1529	23/9560	0.260869565217391	1.63107458697074	1.32209870236994	0.149342262743608	0.383238600717053	0.308625264338571	2224/3422/4597/116150/51449/10269	6
Human Diseases	Cancer: specific types	hsa05222	Small cell lung cancer	19/1529	93/9560	0.204301075268817	1.27738278585343	1.17284319374608	0.151388727688087	0.384984109151549	0.310030936943036	581/596/598/330/836/1021/1147/1286/1287/1869/4616/3673/5290/5291/5295/8503/5743/5925/7188	19
Organismal Systems	Nervous system	hsa04730	Long-term depression	13/1529	60/9560	0.216666666666667	1.35469805973403	1.20253519509625	0.152341801758441	0.384984109151549	0.310030936943036	673/10672/2770/2891/2977/2983/3708/3709/3845/5605/4842/5518/5593	13
Environmental Information Processing	Signal transduction	hsa04350	TGF-beta signaling pathway	22/1529	110/9560	0.2	1.25049051667757	1.15291393236108	0.153331779862651	0.384984109151549	0.310030936943036	130399/93/659/1875/2014/26585/3077/23592/4681/5518/5933/9978/6093/6198/6498/4087/4088/4090/7040/7057/79875/9765	22
Organismal Systems	Nervous system	hsa04724	Glutamatergic synapse	23/1529	116/9560	0.198275862068966	1.23971042601655	1.13334749670743	0.157000998812719	0.391381061325993	0.315182456263128	112/2744/2770/2783/55970/2792/2793/2891/2899/116444/2914/9456/9454/3708/3709/3760/5566/85358/246213/6506/6507/54407/7220	23
Organismal Systems	Circulatory system	hsa04270	Vascular smooth muscle contraction	26/1529	134/9560	0.194029850746269	1.21316244155286	1.08423775982859	0.166460894641531	0.410384785781633	0.330486315197394	112/147/23365/552/673/10203/800/1906/10672/2977/2983/3708/3709/3778/3779/5605/91807/340156/4880/26279/5499/4659/5566/10266/10268/6093	26
Environmental Information Processing	Signal transduction	hsa04390	Hippo signaling pathway	30/1529	157/9560	0.191082802547771	1.1947361624308	1.07346620391636	0.166976044644676	0.410384785781633	0.330486315197394	71/174/154796/324/8313/330/332/659/896/999/1496/29119/8323/9113/55233/84612/5499/5518/5584/5054/4087/4088/6788/83439/7003/7040/51384/81029/7479/64398	30
Cellular Processes	Cell motility	hsa04820	Cytoskeleton in muscle cells	43/1529	233/9560	0.184549356223176	1.15388609908016	1.03760372781221	0.171152552364017	0.417707977447847	0.336383742960564	71/270/287/478/829/830/1301/1277/255631/85301/1286/1287/131873/1730/1756/1829/2006/2023/56776/114793/3673/3676/8516/3694/3695/3696/4000/4703/8572/10611/9260/6442/6444/6640/6641/6645/161176/7057/29767/7138/7139/84675/7791	43
Human Diseases	Infectious disease: bacterial	hsa05133	Pertussis	16/1529	78/9560	0.205128205128205	1.28255437607956	1.09326268285012	0.172670227523783	0.418485481984725	0.337009873895104	712/713/717/836/929/1072/1073/2770/3592/3654/51135/29108/148022/114609/7099/720	16
Metabolism	Carbohydrate metabolism	hsa00500	Starch and sucrose metabolism	9/1529	40/9560	0.225	1.40680183126226	1.12491467223379	0.178927801054947	0.428844277472612	0.345351898914756	178/279/92579/2632/2645/8972/93432/283209/11181	9
Cellular Processes	Cellular community - eukaryotes	hsa04530	Tight junction	32/1529	170/9560	0.188235294117647	1.17693225099065	1.0156026558304	0.180217572512108	0.428844277472612	0.345351898914756	71/154796/10095/10093/1080/53842/1365/100288814/1364/54566/58494/4214/4734/84612/5518/5562/5565/5566/5584/5872/4218/5906/57826/9693/51735/5962/6093/7082/7277/7454/64398/9368	32
Genetic Information Processing	Information processing in viruses	hsa03250	Viral life cycle - HIV-1	15/1529	73/9560	0.205479452054795	1.28475053083312	1.06558152641448	0.180630684207662	0.428844277472612	0.345351898914756	27125/636/904/2648/8850/4131/29969/4599/7936/9972/10015/5300/5478/11168/9525	15
Human Diseases	Infectious disease: bacterial	hsa05110	Vibrio cholerae infection	11/1529	51/9560	0.215686274509804	1.34856820426012	1.08900680591995	0.182077945960235	0.4293594806765	0.345766796382523	71/537/535/50617/533/527/523/1080/3784/5566/7082	11
Organismal Systems	Immune system	hsa04662	B cell receptor signaling pathway	18/1529	91/9560	0.197802197802198	1.23674886264814	0.990106016929766	0.195961382531596	0.458846028912812	0.369512561362452	29760/973/974/1147/3845/353514/5605/4794/5290/5291/5295/8503/5777/5880/5881/6654/6655/10451	18
Environmental Information Processing	Signal transduction	hsa04022	cGMP-PKG signaling pathway	31/1529	166/9560	0.186746987951807	1.16762668725917	0.950598421849085	0.197420447520532	0.458846028912812	0.369512561362452	112/147/152/478/490/1385/1910/486/10672/2770/2977/2983/3708/3709/3778/3779/3827/5605/4208/91807/340156/4880/5140/8654/5294/5499/4659/5593/6093/6546/7225	31
Organismal Systems	Digestive system	hsa04973	Carbohydrate digestion and absorption	11/1529	52/9560	0.211538461538462	1.32263420033204	1.01787078183902	0.199736291099665	0.458846028912812	0.369512561362452	279/478/486/92579/3938/8972/93432/5290/5291/5295/8503	11
