Chromosome	Start	Stop	Strand	Gene Symbol	gene_biotype	gene_name	gene_source	TB66RL	TB66RR	TB65RL	TB61RR	TB68RR	TB61RL	TB64RL	TB64RR	TB65RR	TB68RL
12	35055101	35056962	+	Gm10933	TEC	Gm10933	havana	1.27663	1.66084	1.73925	1.8037	1.55393	2.12041	0.952755	1.64345	1.57275	2.03021
10	77257776	77259224	-	Gm10941	lncRNA	Gm10941	ensembl_havana	0.0186005	0.0616089	0.0537775	0.0446334	0.0329275	0.0317465	0.0650537	0.0470528	0.0447141	0.127646
7	30151841	30152929	+	Gm10988	processed_pseudogene	Gm10988	havana	0.0278507	0.0352479	0.0537775	0.0780334	0.021985	0.0317465	0.0001	0.0564434	0.0558676	0.127646
8	64807639	64809139	-	Gm10997	TEC	Gm10997	havana	0.249856	0.430662	0.236281	0.155967	0.317432	0.168881	0.368171	0.413285	0.41278	0.520914
2	175643978	175653861	+	Gm11007	protein_coding	Gm11007	ensembl_havana	1.33111	1.06354	1.62464	0.822264	1.11766	0.824121	0.646496	1.345	0.984157	1.27302
9	26879567	26923112	-	Gm1110	protein_coding	Gm1110	ensembl_havana	0.111103	0.105544	0.0967194	0.0891667	0.0985825	0.211077	0.205787	0.216083	0.0893281	0.106389
14	13918334	13951133	+	Gm11100	protein_coding	Gm11100	ensembl_havana	0.157354	0.131905	0.11819	0.0780334	0.251777	0.147784	0.34652	0.0564434	0.245477	0.202048
17	57091370	57105943	-	Gm11110	lncRNA	Gm11110	ensembl_havana	0.351609	0.448236	0.365107	0.345233	0.536282	0.443151	0.454776	0.356942	0.479701	0.393367
17	35377021	35380293	-	Gm11131	lncRNA	Gm11131	havana	0.0648516	0.0528219	0.0537775	0.0112333	0.0985825	0.0317465	0.0434025	0.0001	0.0112535	0.0213577
9	3003346	3006949	+	Gm11168	protein_coding	Gm11168	ensembl	0.122914	0.0366289	0.856693	0.0560226	0.0159548	0.0156912	0.171384	0.0586419	0.0358705	0.0001
8	70699162	70700081	-	Gm11175	lncRNA	Gm11175	ensembl_havana	0.185105	0.342792	0.193339	0.222767	0.142352	0.137235	0.0975306	0.197302	0.267784	0.18079
4	83193988	83194995	+	Gm11185	processed_pseudogene	Gm11185	havana	0.0186005	0.00888698	0.0108355	0.00607165	0.0001	0.0211977	0.0217512	0.00949057	0.0112535	0.0001
11	53200684	53201059	+	Gm11189	processed_pseudogene	Gm11189	ensembl_havana	0.270771	0.349914	0.258204	0.373003	0.38311	0.238784	0.204677	0.207762	0.307361	0.309557
11	77912127	77929289	-	Gm11190	lncRNA	Gm11190	ensembl_havana	0.0648516	0.131905	0.21481	0.0223667	0.0766975	0.0528441	0.0758793	0.131568	0.100482	0.212677
11	78585161	78585556	-	Gm11196	processed_pseudogene	Gm11196	havana	4.40889	2.21581	4.81911	2.1701	2.6389	1.95563	2.2105	3.40549	3.0259	2.63163
4	62705981	62725738	+	Gm11210	lncRNA	Gm11210	havana	0.0001	0.0001	0.021571	0.0335	0.0110425	0.0001	0.0650537	0.0001	0.0335605	0.0107289
4	69691978	69692575	+	Gm11221	processed_pseudogene	Gm11221	havana	0.353184	0.647244	0.55463	0.6039	0.569639	0.72245	0.821633	0.617587	0.726707	0.573089
4	69853947	69854685	+	Gm11222	processed_pseudogene	Gm11222	ensembl_havana	0.120353	0.0884016	0.043042	0.067393	0.0548125	0.0422953	0.0543812	0.0564434	0.146415	0.0320808
4	69925630	69926080	-	Gm11223	processed_pseudogene	Gm11223	havana	3.81024	3.2211	5.04081	4.30889	3.35116	3.67255	3.72069	3.6377	3.39547	3.60609
4	69954166	69955277	-	Gm11224	processed_pseudogene	Gm11224	havana	0.555762	0.672655	0.615486	0.572558	0.662985	0.637397	0.588294	0.816643	0.486693	0.579781
9	99006790	99035716	-	Gm1123	protein_coding	Gm1123	ensembl_havana	0.0556014	0.017674	0.043042	0.0557667	0.0329275	0.0317465	0.0001	0.0001	0.0112535	0.0213577
4	72542666	72542999	+	Gm11235	processed_pseudogene	Gm11235	havana	0.0661333	0.0727643	0.0350431	0.0861488	0.0699599	0.0644138	0.0335434	0.028815	0.0335605	0.053862
4	76811555	76811792	-	Gm11244	processed_pseudogene	Gm11244	havana	0.0001	0.017674	0.0108355	0.111433	0.0001	0.0001	0.0001	0.00949057	0.0001	0.0532443
4	76927311	76927656	+	Gm11246	processed_pseudogene	Gm11246	havana	0.134901	0.181668	0.177064	0.257957	0.148476	0.101848	0.167353	0.156882	0.174662	0.156749
4	73029819	73036075	+	Gm11251	processed_pseudogene	Gm11251	havana	0.0371009	0.0001	0.021571	0.0112333	0.0001	0.0001	0.0001	0.0564434	0.0112535	0.0001
4	78233986	78234928	+	Gm11260	processed_pseudogene	Gm11260	havana	0.0371009	0.0001	0.0001	0.0223667	0.0001	0.0001	0.0434025	0.0001	0.0447141	0.0001
4	78659858	78661589	-	Gm11261	lncRNA	Gm11261	havana	0.00935023	0.0352479	0.0001	0.0223667	0.0110425	0.0317465	0.0434025	0.00949057	0.0781746	0.0001
4	79327708	79328457	+	Gm11263	processed_pseudogene	Gm11263	havana	0.0200005	0.00946431	0.0001	0.0718099	0.0001	0.0001	0.0001	0.0202196	0.0001	0.068531
4	82508016	82547293	+	Gm11266	lncRNA	Gm11266	havana	0.767869	0.597615	0.569081	0.5679	0.448742	0.685774	0.508904	0.572925	0.858921	0.499656
4	82585048	82587320	-	Gm11267	lncRNA	Gm11267	havana	0.0463511	0.114331	0.139661	0.1671	0.0548125	0.0001	0.0542281	0.131568	0.178556	0.138275
13	21380691	21381131	-	Gm11271	processed_pseudogene	Gm11271	havana	0.0001	0.0001	0.021571	0.0223667	0.0001	0.0317465	0.0001	0.0376623	0.0335605	0.0319866
13	21501029	21501419	-	Gm11273	protein_coding	Gm11273	havana	2.32918	4.0315	2.62448	4.61558	3.45508	6.49982	4.50188	3.23919	4.23681	3.73077
13	22282354	22283549	+	Gm11295	processed_pseudogene	Gm11295	havana	0.0652135	0.0355832	0.0329426	0.102147	0.0458372	0.0642681	0.0891574	0.0193248	0.0232884	0.0546418
13	23527011	23530944	-	Gm11335	lncRNA	Gm11335	havana	0.0278507	0.0440349	0.0108355	0.0669	0.021985	0.0106488	0.0975306	0.0001	0.0558676	0.0851308
13	23794768	23804600	-	Gm11337	lncRNA	Gm11337	havana	0.0648516	0.0352479	0.0323065	0.122567	0.0001	0.0739418	0.0975306	0.0001	0.022407	0.106389
13	23956809	23966176	+	Gm11339	lncRNA	Gm11339	havana	0.0186005	0.017674	0.0001	0.0446334	0.0110425	0.0001	0.0434025	0.00949057	0.0112535	0.0107289
13	24291394	24291806	-	Gm11340	processed_pseudogene	Gm11340	havana	0.138853	0.149479	0.11819	0.144833	0.065755	0.0739418	0.0650537	0.0752246	0.100482	0.106389
13	24335937	24414804	-	Gm11342	lncRNA	Gm11342	havana	10.7859	9.27042	13.0866	11.6567	11.3912	9.46244	9.71065	11.729	11.0309	11.2774
13	24596347	24604926	-	Gm11346	transcribed_processed_pseudogene	Gm11346	havana	0.0648516	0.0264609	0.0537775	0.0669	0.0110425	0.063393	0.0001	0.0846151	0.0001	0.0107289
13	25582271	25583387	-	Gm11349	processed_pseudogene	Gm11349	havana	0.122412	0.0855802	0.175152	0.13542	0.0855216	0.20119	0.0596525	0.10131	0.116363	0.129799
13	26492554	26493181	+	Gm11353	processed_pseudogene	Gm11353	havana	0.0619287	0.000100045	0.000100176	0.0001	0.0310964	0.0255311	0.0001	0.00010001	0.0328094	0.000100006
13	27314084	27315038	+	Gm11357	processed_pseudogene	Gm11357	havana	0.0001	0.0001	0.0001	0.0001	0.0001	0.0528441	0.0434025	0.00949057	0.0001	0.0001
13	30181716	30182145	+	Gm11366	processed_pseudogene	Gm11366	havana	0.00935023	0.0264609	0.139661	0.0223667	0.065755	0.0317465	0.0434025	0.0846151	0.0447141	0.0426154
13	30058677	30062972	+	Gm11368	lncRNA	Gm11368	havana	0.249856	0.219774	0.343636	0.155967	0.186122	0.200528	0.411474	0.272427	0.111635	0.244564
13	31325934	31330768	-	Gm11373	lncRNA	Gm11373	havana	0.0833521	0.0528219	0.182603	0.111433	0.153295	0.116137	0.162484	0.0470528	0.0335605	0.106389
11	3149742	3150956	-	Gm11400	processed_pseudogene	Gm11400	havana	1.33639	1.45886	1.37455	1.22489	1.28037	1.76101	1.68284	1.47485	1.17148	1.45641
4	74228197	74229753	+	Gm11405	processed_pseudogene	Gm11405	havana	0.475539	0.539673	0.566246	0.362812	0.59388	0.449399	0.58015	0.491468	0.371848	0.398497
X	71920947	71940871	+	Gm1141	protein_coding	Gm1141	ensembl_havana	0.453361	0.369153	0.461726	0.489967	0.492512	0.464248	0.411474	0.32877	0.401627	0.393367
4	83378317	83390669	-	Gm11413	lncRNA	Gm11413	havana	0.166604	0.105544	0.150397	0.189367	0.109525	0.0844906	0.140833	0.122177	0.200863	0.170162
11	81985406	81988770	+	Gm11419	lncRNA	Gm11419	havana	0.00935023	0.0352479	0.021571	0.0335	0.109525	0.0950394	0.0434025	0.00949057	0.145096	0.0107289
11	82779601	82781043	-	Gm11423	lncRNA	Gm11423	havana	0.305358	0.228561	0.182603	0.289567	0.273662	0.590834	0.357345	0.234864	0.345859	0.27645
11	83027500	83027998	-	Gm11425	processed_pseudogene	Gm11425	ensembl_havana	0.0286033	0.0430952	0.0332474	0.00275052	0.0001	0.0001	0.0103823	0.0001	0.0001	0.0110058
11	83224454	83260961	+	Gm11427	transcribed_unprocessed_pseudogene	Gm11427	havana	0.0278507	0.0001	0.0001	0.0001	0.0001	0.063393	0.0001	0.0001	0.0447141	0.0426154
11	83800464	83801093	+	Gm11434	processed_pseudogene	Gm11434	havana	0.351609	0.316431	0.268487	0.256167	0.39403	0.295467	0.595509	0.300598	0.245477	0.457141
11	84148351	84167477	-	Gm11437	protein_coding	Gm11437	ensembl_havana	0.0371009	0.0001	0.0001	0.0001	0.142352	0.0317465	0.0109256	0.0188811	0.0670211	0.0213577
11	85095141	85095550	-	Gm11439	processed_pseudogene	Gm11439	havana	0.656866	0.474597	0.751584	0.345233	0.733247	0.53809	1.01771	0.375723	0.357013	0.5528
11	85072469	85072996	-	Gm11440	processed_pseudogene	Gm11440	havana	0.185105	0.237348	0.225545	0.345233	0.580052	0.369309	0.433125	0.450847	0.234324	0.170162
2	161287220	161287670	+	Gm11448	processed_pseudogene	Gm11448	havana	0.0193034	0.120001	0.0553891	0.082936	0.0482207	0.0001	0.0336534	0.0100932	0.0129083	0.0562981
2	162898894	162899524	-	Gm11451	processed_pseudogene	Gm11451	havana	0.558937	0.752601	0.545708	0.611634	0.947229	0.99348	0.682143	0.586964	0.786048	0.827014
2	163122606	163143960	+	Gm11454	lncRNA	Gm11454	havana	0.0186005	0.0528219	0.0645129	0.0223667	0.0110425	0.0422953	0.0217512	0.0001	0.0670211	0.0107289
2	164135703	164140420	+	Gm11455	lncRNA	Gm11455	havana	0.0186005	0.00888698	0.0323065	0.0112333	0.0001	0.0001	0.0650537	0.0282717	0.0112535	0.074502
2	165980726	165992518	-	Gm11464	lncRNA	Gm11464	havana	0.0186005	0.0001	0.0108355	0.0223667	0.0110425	0.0106488	0.0001	0.0001	0.0447141	0.0213577
2	165880025	165882057	+	Gm11465	lncRNA	Gm11465	havana	0.00935023	0.0001	0.021571	0.0557667	0.0001	0.0001	0.0325769	0.0282717	0.0001	0.0532443
2	166207230	166208628	-	Gm11467	lncRNA	Gm11467	havana	0.0648516	0.0352479	0.0537775	0.1003	0.0110425	0.126686	0.0325769	0.00949057	0.0558676	0.0319866
2	167007131	167009040	-	Gm11470	processed_pseudogene	Gm11470	havana	0.0189958	0.115307	0.0108355	0.134614	0.0221123	0.063393	0.011417	0.0752246	0.0335605	0.0319866
2	167553314	167607846	+	Gm11476	lncRNA	Gm11476	havana	0.0001	0.0001	0.0001	0.0223667	0.0001	0.0001	0.0758793	0.0001	0.022407	0.0001
11	86630428	86631027	-	Gm11478	processed_pseudogene	Gm11478	havana	3.65514	4.03948	3.42518	3.71823	3.50586	4.76052	3.91667	3.52334	3.2769	3.88294
4	73497615	73498478	-	Gm11488	processed_pseudogene	Gm11488	havana	0.237267	0.183058	0.229353	0.29873	0.28035	0.192315	0.214308	0.317525	0.359298	0.315308
11	90134842	90143625	-	Gm11494	lncRNA	Gm11494	havana	0.00935023	0.0352479	0.0108355	0.0891667	0.0110425	0.0001	0.0001	0.0001	0.0001	0.0213577
11	93650759	93651970	+	Gm11502	processed_pseudogene	Gm11502	havana	0.0463511	0.0264609	0.0001	0.0335	0.0329275	0.0317465	0.0325769	0.065834	0.022407	0.0107289
11	88432986	88433515	-	Gm11510	processed_pseudogene	Gm11510	havana	0.444111	0.650336	0.612023	0.345233	0.689477	0.611932	0.508904	0.741955	0.613543	0.595316
11	90516777	90517317	-	Gm11511	processed_pseudogene	Gm11511	havana	0.370109	0.37794	0.311429	0.389767	0.35026	0.71742	0.584683	0.32877	0.423934	0.478398
11	90538484	90539147	-	Gm11512	processed_pseudogene	Gm11512	havana	0.0833521	0.140692	0.0967194	0.1003	0.142352	0.116137	0.0434025	0.197302	0.245477	0.106389
11	90859767	90861349	-	Gm11516	processed_pseudogene	Gm11516	havana	0.0569927	0.0214938	0.0527389	0.0527538	0.013302	0.0511921	0.0532974	0.0461877	0.041241	0.0646625
11	96795439	96795826	-	Gm11517	processed_pseudogene	Gm11517	ensembl_havana	0.00935023	0.0440349	0.021571	0.0223667	0.0001	0.0317465	0.0650537	0.0282717	0.0112535	0.0532443
11	94037218	94037629	-	Gm11518	processed_pseudogene	Gm11518	havana	7.13346	7.57811	7.155	8.45209	7.07487	8.54086	7.54774	6.59225	8.01567	7.41857
11	95310429	95324497	+	Gm11520	lncRNA	Gm11520	havana	0.0648516	0.0264609	0.0001	0.0001	0.0001	0.0001	0.0217512	0.0470528	0.0558676	0.0213577
11	96918941	96922494	-	Gm11525	lncRNA	Gm11525	havana	0.0833521	0.149479	0.0645129	0.0335	0.0548125	0.0844906	0.086705	0.150349	0.0558676	0.0426154
11	95858162	95859175	-	Gm11527	lncRNA	Gm11527	havana	0.0186005	0.0352479	0.0645129	0.0557667	0.0548125	0.0001	0.0001	0.00949057	0.0447141	0.0001
11	97020508	97026249	-	Gm11532	lncRNA	Gm11532	havana	0.286857	0.37794	0.408049	0.2673	0.470627	0.527541	0.270741	0.300598	0.457394	0.5528
11	97037007	97037484	+	Gm11533	processed_pseudogene	Gm11533	havana	0.0001	0.017674	0.021571	0.0001	0.0548125	0.0001	0.0001	0.0001	0.0001	0.0107289
11	95869154	95876381	+	Gm11534	lncRNA	Gm11534	havana	0.00935023	0.0001	0.0108355	0.0557667	0.0001	0.0739418	0.0109256	0.0001	0.0001	0.0213577
11	96248633	96249190	+	Gm11539	processed_pseudogene	Gm11539	havana	0.0749425	0.0970106	0.0539915	0.0893714	0.153829	0.126762	0.174056	0.122177	0.180054	0.140222
11	94677565	94687665	+	Gm11542	lncRNA	Gm11542	havana	0.157354	0.158266	0.107455	0.122567	0.197065	0.0844906	0.0217512	0.16913	0.0893281	0.127646
3	36515057	36532385	-	Gm11549	protein_coding	Gm11549	havana	0.0463511	0.167053	0.0752484	0.144833	0.13141	0.253272	0.238264	0.112787	0.0335605	0.117017
11	99932162	99933110	+	Gm11560	processed_pseudogene	Gm11560	havana	4.10632	2.78247	3.74126	2.5235	3.75454	2.72576	3.38532	3.31398	3.57114	3.83494
1	60522839	60523067	-	Gm11575	processed_pseudogene	Gm11575	havana	0.0188339	0.0708485	0.0218133	0.0227623	0.0552186	0.0324751	0.0001	0.0285941	0.022407	0.0001
1	60537020	60537437	+	Gm11576	processed_pseudogene	Gm11576	havana	0.0463511	0.0264609	0.0323065	0.0446334	0.021985	0.0211977	0.0001	0.0752246	0.0112535	0.0001
1	60592251	60592710	-	Gm11578	processed_pseudogene	Gm11578	havana	0.0116969	0.0216961	0.0396879	0.0239557	0.0001	0.0001	0.130515	0.0001	0.182863	0.0001
11	97160990	97161676	+	Gm11583	lncRNA	Gm11583	havana	0.0278507	0.0352479	0.021571	0.0001	0.0001	0.0001	0.0001	0.0376623	0.0447141	0.0213577
11	102124072	102124641	+	Gm11585	processed_pseudogene	Gm11585	havana	0.558006	0.668023	0.347927	0.783327	0.637256	0.650322	0.48983	0.214879	0.516531	0.654964
11	97280128	97282898	+	Gm11592	lncRNA	Gm11592	havana	0.231356	0.158266	0.0967194	0.0780334	0.13141	0.200528	0.119182	0.0846151	0.145096	0.0213577
11	97322328	97322490	-	Gm11594	processed_pseudogene	Gm11594	havana	0.0373089	0.0001	0.0001	0.0001	0.0110425	0.0001	0.0001	0.065834	0.0451174	0.0001
1	62660839	62661717	+	Gm11599	processed_pseudogene	Gm11599	havana	0.0001	0.0001	0.0001	0.0344558	0.0113639	0.0001	0.0001	0.0482853	0.0001	0.0109454
1	63364720	63365366	-	Gm11605	processed_pseudogene	Gm11605	havana	0.221819	0.464658	0.350354	0.331413	0.384935	0.521297	0.427736	0.341076	0.385618	0.554782
11	97519612	97521896	-	Gm11611	lncRNA	Gm11611	havana	0.360938	0.519403	0.479944	0.369494	0.24403	0.569733	0.595992	0.479205	0.22001	0.377145
11	97644184	97660368	-	Gm11613	lncRNA	Gm11613	havana	0.536613	0.386727	0.408049	0.545634	0.26272	0.422053	0.335694	0.309989	0.535469	0.393367
11	105164776	105166621	-	Gm11620	processed_pseudogene	Gm11620	havana	0.175854	0.334005	0.354371	0.211633	0.0548125	0.232174	0.249089	0.206693	0.156249	0.0638731
11	102492439	102492610	-	Gm11628	processed_pseudogene	Gm11628	havana	0.314608	0.193414	0.418784	0.2005	0.284605	0.306016	0.433125	0.347551	0.267784	0.318966
11	97884594	97893812	+	Gm11630	lncRNA	Gm11630	havana	0.0278507	0.0001	0.021571	0.0001	0.0110425	0.0106488	0.0542281	0.0001	0.0335605	0.0213577
11	102614892	102616547	-	Gm11636	lncRNA	Gm11636	havana	0.0186005	0.0001	0.0108355	0.0335	0.0548125	0.0106488	0.0001	0.0001	0.0001	0.0319866
11	102731301	102732064	-	Gm11637	processed_pseudogene	Gm11637	havana	0.0186005	0.0352479	0.0001	0.0112333	0.0001	0.0001	0.0217512	0.0001	0.022407	0.0319866
11	105363252	105390643	+	Gm11638	lncRNA	Gm11638	havana	0.00935023	0.017674	0.0108355	0.0001	0.065755	0.0001	0.0109256	0.0001	0.0001	0.0001
11	104685707	105117395	+	Gm11639	protein_coding	Gm11639	havana	0.138853	0.136705	0.131233	0.224681	0.273662	0.131645	0.135097	0.187911	0.108034	0.133386
11	103723950	103724533	+	Gm11642	lncRNA	Gm11642	havana	0.166604	0.184627	0.171868	0.178233	0.0985825	0.200528	0.292392	0.187911	0.133942	0.350852
2	143506411	143507060	-	Gm11645	processed_pseudogene	Gm11645	havana	0.00935023	0.00888698	0.0323065	0.0223667	0.0329275	0.0697833	0.0109256	0.0282717	0.0112535	0.0001
11	107793866	107795983	+	Gm11650	lncRNA	Gm11650	havana	0.101853	0.140692	0.107455	0.111433	0.065755	0.295467	0.184136	0.178521	0.0670211	0.212677
11	105773518	105774785	+	Gm11652	processed_pseudogene	Gm11652	havana	1.02888	1.22484	1.30332	1.51423	0.942516	1.06825	0.954584	0.752212	1.22799	0.968272
11	105875905	105876914	+	Gm11653	processed_pseudogene	Gm11653	havana	0.638366	0.562467	0.633494	0.623567	0.864557	0.643578	0.530555	0.695002	0.591236	0.435883
11	104571268	104571558	-	Gm11663	processed_pseudogene	Gm11663	havana	0.264694	0.169486	0.224772	0.0893554	0.18925	0.248198	0.127096	0.275042	0.220256	0.272868
11	111276100	111276932	+	Gm11675	processed_pseudogene	Gm11675	havana	0.120353	0.0703958	0.0437709	0.1337	0.0329275	0.0847759	0.0217512	0.0282717	0.100482	0.0638731
11	109616320	109641790	+	Gm11685	lncRNA	Gm11685	havana	0.0186005	0.0352479	0.0001	0.0001	0.0001	0.0317465	0.0001	0.0001	0.0335605	0.0001
2	144142488	144143374	-	Gm11687	processed_pseudogene	Gm11687	havana	0.0113038	0.0697507	0.0249947	0.085338	0.0508443	0.0354916	0.0530632	0.0754676	0.0375372	0.0361754
2	144261234	144261542	-	Gm11688	processed_pseudogene	Gm11688	havana	0.0371009	0.0879698	0.0967194	0.1337	0.0548125	0.0950394	0.0542281	0.0846151	0.0335605	0.106389
11	113678530	113679332	+	Gm11693	processed_pseudogene	Gm11693	havana	0.00935023	0.0001	0.0645129	0.0001	0.021985	0.0211977	0.0217512	0.0376623	0.0112535	0.0107289
11	109352835	109363655	-	Gm11696	lncRNA	Gm11696	ensembl_havana	3.94995	3.76093	4.54121	4.26417	3.7862	4.38841	4.00558	4.19768	4.22728	4.55988
2	144364127	144365628	-	Gm11701	processed_pseudogene	Gm11701	havana	0.00935023	0.0879698	0.128926	0.0780334	0.164237	0.158332	0.0109256	0.0940057	0.0670211	0.148904
11	115724326	115724809	-	Gm11703	processed_pseudogene	Gm11703	ensembl_havana	0.0251789	0.0218033	0.0143892	0.0001	0.0540646	0.0381302	0.0132051	0.0374554	0.0001	0.0001
11	107481916	107483108	+	Gm11722	lncRNA	Gm11722	havana	0.0371009	0.105544	0.107455	0.0223667	0.109525	0.0739418	0.0325769	0.0001	0.0447141	0.074502
11	117871250	117887417	+	Gm11725	lncRNA	Gm11725	havana	0.0278507	0.017674	0.0323065	0.0446334	0.021985	0.0739418	0.0109256	0.0376623	0.0335605	0.074502
11	117414389	117415369	+	Gm11729	lncRNA	Gm11729	havana	0.0186005	0.0528219	0.0001	0.0223667	0.0001	0.063393	0.0434025	0.0376623	0.0112535	0.0001
11	117426178	117438867	+	Gm11732	lncRNA	Gm11732	havana	0.0833521	0.0703958	0.043042	0.111433	0.153295	0.105588	0.0975306	0.0846151	0.0112535	0.0532443
11	117484368	117489015	+	Gm11733	protein_coding	Gm11733	ensembl_havana	0.00935023	0.0440349	0.0001	0.0001	0.0001	0.0001	0.0001	0.0376623	0.0112535	0.0001
11	117523603	117532206	+	Gm11734	lncRNA	Gm11734	havana	0.194355	0.202201	0.128926	0.211633	0.0766975	0.0528441	0.130007	0.15974	0.111635	0.223306
11	118204712	118205180	-	Gm11737	processed_pseudogene	Gm11737	havana	0.425611	0.351579	0.558346	0.590167	0.361202	0.485346	0.324869	0.394504	0.312398	0.457141
11	118114855	118118280	+	Gm11738	lncRNA	Gm11738	havana	0.120353	0.0879698	0.128926	0.0891667	0.142352	0.0739418	0.162484	0.0940057	0.145096	0.0638731
2	144756329	144758583	+	Gm11743	processed_pseudogene	Gm11743	havana	0.41636	0.544893	0.526139	0.6347	0.361202	0.63303	0.108356	0.300598	0.546622	0.287079
11	117134598	117135046	+	Gm11745	processed_pseudogene	Gm11745	havana	0.231356	0.386727	0.375842	0.5345	0.153295	0.495895	0.368171	0.300598	0.345859	0.542171
11	119183953	119184517	-	Gm11753	lncRNA	Gm11753	havana	0.0926023	0.0352479	0.0001	0.0446334	0.0329275	0.0317465	0.0758793	0.00949057	0.0558676	0.0426154
11	119106328	119111426	-	Gm11754	lncRNA	Gm11754	havana	0.39786	0.500958	0.644229	0.4343	0.820787	0.474797	0.627986	0.48841	0.446241	0.776006
4	74044388	74045184	+	Gm11760	processed_pseudogene	Gm11760	havana	0.906893	1.10753	0.622991	0.801939	1.07283	1.06606	0.671467	1.01428	1.21583	0.892923
11	119548630	119569047	+	Gm11762	lncRNA	Gm11762	havana	0.0648516	0.0967568	0.0323065	0.0557667	0.0766975	0.0950394	0.0217512	0.0564434	0.0893281	0.117017
11	119935803	119942699	-	Gm11767	lncRNA	Gm11767	havana	0.00935023	0.0264609	0.043042	0.0112333	0.0548125	0.0106488	0.0001	0.0282717	0.0335605	0.0638731
11	120150562	120152342	+	Gm11769	lncRNA	Gm11769	havana	0.0463511	0.0440349	0.0323065	0.0557667	0.0329275	0.063393	0.0650537	0.0564434	0.0670211	0.0638731
11	120215082	120216994	-	Gm11770	lncRNA	Gm11770	havana	0.0463511	0.00888698	0.043042	0.0780334	0.0110425	0.126686	0.0109256	0.0188811	0.145096	0.0213577
11	120235234	120236123	-	Gm11772	lncRNA	Gm11772	havana	0.0463511	0.0352479	0.0108355	0.0446334	0.08764	0.158332	0.0217512	0.0564434	0.0335605	0.0426154
4	3496978	3516516	-	Gm11787	unprocessed_pseudogene	Gm11787	havana	0.0001	0.0001	0.0001	0.0965737	0.0325634	0.097288	0.0162681	0.0001	0.0615294	0.0001
11	121165471	121165926	-	Gm11790	processed_pseudogene	Gm11790	havana	0.0741018	0.0440349	0.0859839	0.0557667	0.0001	0.0211977	0.0758793	0.0846151	0.0001	0.0532443
4	8166894	8167354	-	Gm11799	processed_pseudogene	Gm11799	havana	0.323858	0.298857	0.225545	0.3007	0.295547	0.379858	0.476427	0.300598	0.290091	0.27645
4	3720427	3721027	-	Gm11805	processed_pseudogene	Gm11805	ensembl_havana	0.0187324	0.0179201	0.0432824	0.0455952	0.04387	0.0536517	0.0001	0.00954019	0.0558676	0.0108743
4	3973092	3973596	-	Gm11808	protein_coding	Gm11808	ensembl_havana	22.6567	23.279	18.9476	27.8333	24.743	33.9502	28.8892	20.9654	23.266	25.0889
4	10438815	10439744	-	Gm11814	processed_pseudogene	Gm11814	havana	0.585156	0.577737	0.854704	0.621863	0.379365	0.791569	0.698179	0.778923	0.730108	0.918062
4	10487956	10489363	-	Gm11815	lncRNA	Gm11815	havana	0.00935023	0.0352479	0.0323065	0.0891667	0.0110425	0.147784	0.0217512	0.0470528	0.0558676	0.0532443
4	11400346	11401325	+	Gm11821	processed_pseudogene	Gm11821	havana	0.134083	0.0568382	0.12084	0.140424	0.214462	0.0229792	0.174351	0.175095	0.149856	0.184006
4	14170066	14170912	+	Gm11824	processed_pseudogene	Gm11824	havana	0.249823	0.212518	0.330055	0.0302797	0.14712	0.170468	0.172994	0.180042	0.236557	0.265491
4	13482755	13483193	-	Gm11826	processed_pseudogene	Gm11826	havana	0.0658284	0.0536727	0.0864723	0.0794233	0.055423	0.16259	0.221888	0.113606	0.273482	0.0656169
4	11122805	11126999	+	Gm11827	lncRNA	Gm11827	havana	0.00935023	0.0001	0.043042	0.0001	0.0001	0.0211977	0.0650537	0.00949057	0.0335605	0.0001
4	14929908	14953031	+	Gm11837	lncRNA	Gm11837	ensembl_havana	0.0556014	0.0879698	0.0645129	0.0780334	0.0110425	0.0528441	0.0109256	0.178521	0.401627	0.106389
4	12114284	12116237	+	Gm11839	processed_pseudogene	Gm11839	havana	0.341877	0.823853	1.00292	0.698341	0.99693	1.22685	0.773881	0.666188	1.22049	1.08848
4	12125290	12127253	+	Gm11841	processed_pseudogene	Gm11841	havana	0.152343	0.196511	0.19327	0.21389	0.303262	0.153273	0.0783228	0.188245	0.145295	0.0165443
4	12131551	12131976	-	Gm11843	processed_pseudogene	Gm11843	havana	0.0001	0.0001	0.0433564	0.0223667	0.0001	0.0739418	0.0001	0.0001	0.0781746	0.0001
4	12232833	12233952	+	Gm11847	processed_pseudogene	Gm11847	havana	2.12625	3.07645	2.72003	1.93688	1.2267	1.97468	1.53581	3.00554	2.00711	2.63452
4	15819074	15821371	-	Gm11855	processed_pseudogene	Gm11855	havana	0.111103	0.0967568	0.311429	0.0891667	0.021985	0.0106714	0.119182	0.0752246	0.145096	0.138275
4	15740930	15741768	-	Gm11858	processed_pseudogene	Gm11858	havana	0.00935023	0.0001	0.0537775	0.0001	0.0001	0.0317465	0.0001	0.0001	0.0112535	0.0532443
4	16246269	16249515	+	Gm11865	processed_pseudogene	Gm11865	havana	0.0371009	0.0264609	0.107455	0.0669	0.08764	0.0001	0.0001	0.0564434	0.0335605	0.117017
4	18844202	18845680	-	Gm11868	processed_pseudogene	Gm11868	havana	2.03373	1.87368	1.74689	2.40396	2.21065	2.37548	2.32459	2.19372	2.40384	2.36437
